v1,v2
personal,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
business,"Easy as it can be.: I bought the First Alert CO600 for two reasons. I own a rental unit and California requires a carbon monoxide alarm in each one. The second reason is the price. I ordered this unit and had it delivered to my rental unit. The lady who rents from me is not mechanically inclined at all, but she had no trouble with setting this up. She's completely happy, California is happy, and I'm happy."
personal,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
personal,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
personal,I've not sent it. He can send me.
personal,Ok.. Ãœ finishing soon?
personal,Aah bless! How's your arm?
personal,Gud ni8 dear..slp well..take care..swt dreams..Muah..
personal,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
business,From Potter's Field by Patricia Cornwell.: This was a very good book with excellent descriptions. It's a real page turner and keeps you wondering what's going to happen next. The best parts are at the very beggining and the end.
personal,I wont get concentration dear you know you are my mind and everything :-)
personal,"Oh, then your phone phoned me but it disconnected"
personal,My phone
personal,I'm in class. Did you get my text.
personal,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
business,worst book in the world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: This was the worst book I have ever read in my entire life! I was forced to read it for school. It was complicated and very boring. I would not recommend this book to anyone!! Please don't waste your time and money to read this book!! Read something else!!
personal,Why de. You looking good only:-)..
personal,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
personal,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
personal,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
business,nice product: My wife loves it but we unfortunately perchaced the wrong size. She made a coment about the sizing chart being in dress sizes and she picked the size she is and we received it and the apparel was way too small. We have been meaning to exchange it but its tough to get time being as we have new born twins. That's why she wanted the apparel. She was really excited to receive the part and was disappointed when it didn't fit.
personal,If we win its really no 1 side for long time.
personal,What time you thinkin of goin?
personal,How much for an eighth?
personal,Shall i come to get pickle
personal,Ãœ go home liao? Ask dad to pick me up at 6...
personal,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
personal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
personal,Are you driving or training?
business,Life changing!: This book has changed my life. It opened my eyes about how we think ourselves into misery. I'm want to buy copies to away give to people in my life.
personal,"As usual..iam fine, happy &amp; doing well..:)"
personal,Oh k...i'm watching here:)
business,"Too big!: While I LOVE the jack rabbit feature, the vibrator is overall too big for me to use. I can sort slip it inside but its tight and not very comfortable. Maybe because its too big, I cannot feel the beads at all, I don't think they have any room to move. The vibrator is also quite heavy. It would be perfect if it were more slender. So girls who are not very big down there might not want to buy this product."
personal,Oh ho. Is this the first time u use these type of words
personal,I had askd u a question some hours before. Its answer
personal,Jus ans me lar. U'll noe later.
personal,Check audrey's status right now
business,"I recommend ordering a size or 2 larger than your regular size.: I ordered the Squeem waist shaper in a size small...my general size is 4-6, I'm 5'4 and weigh 120lbs right now; over the winter I ate too much cheese and gained about 7 lbs which isn't much to complain about but I have a roll of belly fat that shows through a slinky dress (I just wanted to smooth out my middle and fat above my hips). I wish I'd ordered a medium (or even large) instead because as I was hooking the waist shaper from top to bottom as instructed it was way way way too tight by the time I tried to hook the lower 6 above my hips. I don't want to be uncomfortable I just want a smooth finish! So, if you're similar in size I recommend ordering a medium instead. In general the quality of the product is exceptionally well stitched and built to last."
personal,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
personal,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
personal,Ok u can take me shopping when u get paid =D
personal,Yes.mum lookin strong:)
personal,"Sounds good, keep me posted"
personal,He also knows about lunch menu only da. . I know
personal,So i'm doing a list of buyers.
personal,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
personal,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
personal,Long time. You remember me today.
personal,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
personal,You do what all you like
business,"Incorrect Disc: I love the style of this, but after a couple years, the DVD is giving me problems. It doesn't even work anymore and I use my broken PS2 Now. I wouldn't recommend this, I'm just going to upgrade to a recorder now. I wish it would work but I guess i'm giving up on JVC. I really did like this one... before it stopped working. The dvd player gave me problems probably after a year of having it."
personal,"Oops, I'll let you know when my roommate's done"
personal,Did you stitch his trouser
personal,You didnt complete your gist oh.
personal,O. Guess they both got screwd
personal,Just do what ever is easier for you
personal,"Aight, can you text me the address?"
personal,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
personal,I've reached already.
personal,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
personal,Enjoy ur life. . Good night
business,"Inexpensive but poor quality: The set was shipped with a carrying case that was covered in an oil-like substance and either the oil or the case itself smelled horrendous. Also, the punches are very dull and not uniformly sharpened (or dulled, however you look at it). I have difficulties cutting through even thin, soft silicone sheets. Sharpening them with a rotary tool helps, but I feel I shouldn't have to do that with a brand new product (which I am sure is actually repackaged). I can't imagine using them for metal, let alone most rubbers. Despite the very affordable price, I would NOT have purchased this set for the above reasons."
personal,I am great princess! What are you thinking about me? :)
personal,dont make ne plans for nxt wknd coz she wants us to come down then ok
personal,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
personal,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
personal,You see the requirements please
personal,Do we have any spare power supplies
personal,Anything lor... U decide...
personal,U coming 2 pick me?
business,"What a disappointment!: I am a big Belva Plain fan and have always enjoyed her books. After the Fire is a disappointing read. What bothered me the most is the character of Hyacinth-what a weak and stupid woman! She is not believable at all. Any mother will fight to the end for her children. I kept hoping she would snap out of it, but she never did. She just kept trusting stupid men and believing them. I will think twice before spending money on another Belva Plain novel in the future."
personal,No de.am seeing in online shop so that i asked.
personal,....photoshop makes my computer shut down.
personal,"I'm in a meeting, call me later at"
personal,S..antha num corrct dane
personal,K:)eng rocking in ashes:)
personal,"Call me da, i am waiting for your call."
business,"More Romance Please and Less Mystery!!: the reason i gave two stars when I usually give 5 stars for ms. feehan's books is b/c this book was tooooooo mystery/gothic genre rather than romance. I really didn't feel like the two main characters were in love, in fact the entire book was almost entirely from the heroine's point of view and I was getting sick of her whining and her point of view. unlike the dark series, you really didnt feel any passion. the book is better suited for the mystery/gothic genre and NOT romance.even the mystery was not that good! its only in the last chapter that for some unforseen reason the villain confesses all in less than three pages. throughout the entire book, you're kept in suspense of who was the bad guy, if you wanted to know who it was look at the last couple of pages....Ms. Feehan, if your reading, please focuse more on the main characters relation to each other rather then distract us with so much unamusing mystery!"
personal,U should have made an appointment
personal,We have all rounder:)so not required:)
personal,Draw va?i dont think so:)
personal,I am waiting machan. Call me once you free.
personal,Huh so late... Fr dinner?
personal,So wats ur opinion abt him and how abt is character?
personal,Fine i miss you very much.
personal,My uncles in Atlanta. Wish you guys a great semester.
personal,Must come later.. I normally bathe him in da afternoon mah..
personal,Da is good good player.why he is unsold.
personal,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
personal,Thanks. Fills me with complete calm and reassurance! 
personal,"Dear, take care. I am just reaching home.love u a lot."
personal,7 at esplanade.. Do Ã_ mind giving me a lift cos i got no car today..
personal,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
personal,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
personal,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
business,"A welcomed change from the frozen plains of Europe: A refreshing, sunwarmed, beautifull change from the frozen steeps and plains of Ice Age Europe. A delightful story of a woman who must face and overcome immense odds to survive. The plot line moves in different ways from other Woman against the odds novels so it is a fresh and not predictable. A very good read and a much better choice over Jean Auel's Shelters of Stone."
personal,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
personal,Was the farm open?
personal,Did u got that persons story
personal,Good night my dear.. Sleepwell&amp;Take care
personal,"\Hey! do u fancy meetin me at 4 at cha Â– hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
personal,I liked the new mobile
personal,You still at the game?
personal,Anytime...
business,"fine if you support terrorism: I find the terrorist links in her songs offensive.Taken from Fire Fire-Growin up, Brewin UpGuerilla gettin trained uplook out look outFrom over the Rooftop [reffering to LTTE snipers]Competition coming up nowLoad up,Aim,Fire Fire,PopShe has a lot of LTTE propaganda in her music website, and even promotes this terrorist organisation in her music. She needs to get a grip, and the people buying her music need to get a grip and actually look at what they're buying here."
personal,"Im sorry bout last nite it wasnÂ’t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
personal,U GOIN OUT 2NITE?
business,"Don't Bother: Prelude to Foundation is excellent. However, you should stop there. Foundation is bad. This book is totally predictable. Read DUNE if you want something intelligent and entertaining. Read FOUNDATION if you want something that you probably won't even finish."
personal,S but mostly not like that.
personal,Cos darren say Ã_ considering mah so i ask Ã_...
personal,"Aight, call me once you're close"
personal,"As usual..iam fine, happy &amp; doing well..:)"
personal,Is she replying. Has boye changed his phone number
business,I would sell it -- book complete with dust cover. Excellent: West is only fairly judged by the breadth of his work. He has a special view of human nature and all its weaknesses.
personal,Oh ya ya. I remember da. .
personal,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
personal,You all ready for * big day tomorrow?
personal,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
personal,Hahaha..use your brain dear
personal,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
personal,Same as kallis dismissial in 2nd test:-).
personal,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
personal,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
personal,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
personal,Pick you up bout 7.30ish? What time are  and that going?
personal,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
personal,What Today-sunday..sunday is holiday..so no work..
personal,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
personal,WOT U WANNA DO THEN MISSY?
personal,I'm at work. Please call
personal,"Yun ah.the ubi one say if Ã_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ã¨n"
business,"Sony E-Marker is now obsolete: Excellent Product, but Sony is taking down the support for the product at the end of Sept so don't bother buying. Shame as it was really good while it lasted."
personal,I am not at all happy with what you saying or doing
personal,Unni thank you dear for the recharge..Rakhesh
personal,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
personal,No da. . Vijay going to talk in jaya tv
personal,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
personal,Did u got that persons story
personal,Will you come online today night
personal,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
personal,Get me out of this dump heap. My mom decided to come to lowes. BORING.
personal,Gudnite....tc...practice going on
personal,WOT U UP 2 J?
personal,Lol great now im getting hungry.
personal,I'll reach in ard 20 mins ok...
personal,Alright took the morphine. Back in yo.
personal,Saw Guys and Dolls last night with Patrick Swayze it was great
personal,Carlos'll be here in a minute if you still need to buy
personal,What is important is that you prevent dehydration by giving her enough fluids
personal,"Sorry, I'll call later"
personal,Happy new years melody!
personal,I dled 3d its very imp
personal,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
personal,Okay... We wait ah
personal,And whenever you and i see we can still hook up too.
personal,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
personal,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
personal,"Greetings me, ! Consider yourself excused."
personal,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
business,"Bad purchace.: Well I thought I was getting the student edition, but I got the Instructor's edition. I guess I'll have to go back to B&N."
personal,"Pls send me a comprehensive mail about who i'm paying, when and how much."
business,"noritake colorwave stoneware: I was disappointed with the shipping delay of the cooking company. They said they would reimburse the shipping charges but to this date they have not. The product was shipped beyond the date which they said they would ship it, and this was an unusual amount of time."
personal,S:-)kallis wont play in first two odi:-)
personal,"Hiya, probably coming home * weekend after next"
personal,Lol yes. But it will add some spice to your day.
personal,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
personal,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
personal,Just got outta class gonna go gym.
personal,"Nope, I'm still in the market"
personal,Wat u doing there?
personal,Hows the pain dear?y r u smiling?
personal,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
personal,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
personal,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
personal,Whatsup there. Dont u want to sleep
personal,"Sorry, I'll call later"
personal,Now press conference da:)
personal,"Itâ€˜s Â£6 to get in, is that ok?"
personal,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
personal,Dare i ask... Any luck with sorting out the car?
personal,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
personal,Hey tmr meet at bugis 930 ?
personal,My drive can only be read. I need to write
business,"This is the all time best book!: This is the all time best book. She mentoins in the book how anyone can be a vampire, who knows. Well anyway I like the idea of having one soulmate and one crazed werewolf crush. P.S I think that it is a good twist on the story about how anone can be part of the night world."
personal,Wat happened to the cruise thing
personal,I will take care of financial problem.i will help:)
personal,Can come my room but cannot come my house cos my house still messy... Haha...
personal,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
personal,I asked sen to come chennai and search for job.
personal,Do have a nice day today. I love you so dearly.
personal,I'm not. She lip synced with shangela.
personal,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
personal,Feel like trying kadeem again? :V
personal,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
personal,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
personal,Any pain on urination any thing else?
personal,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
personal,"K I'm leaving soon, be there a little after 9"
personal,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
personal,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
personal,I had askd u a question some hours before. Its answer
personal,I can make lasagna for you... vodka...
personal,Chk in ur belovd ms dict
personal,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
business,BUYER BEWARE: This is the biggest waste of money I have spent in a long time. It didn't even make it through one bag of leaves. I would demand my money back but it would cost too much to send back. Can't believe Amazon still has this piece of trash in their online shopping department. Take my advice and save your money!!!!!I would have given it no stars but didn't have that option. In my opinion it rates 00000 stars....
personal,"Oops I did have it,  &lt;#&gt; ?"
personal,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
business,It's Great!: This is really a great CD. Chumbawamba has many political and social thoughts. you just have to understand them.
personal,I havent add Ã_ yet right.. 
personal,U still painting ur wall?
personal,No need to ke qi... Ãœ too bored izzit y suddenly thk of this...
personal,Do well :)all will for little time. Thing of good times ahead:
personal,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
personal,Was actually about to send you a reminder today. Have a wonderful weekend
personal,"Sorry, I'll call later"
personal,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
personal,Hows that watch resizing
personal,When u wana see it then
personal,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
personal,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
personal,K..give back my thanks.
personal,"Nope. Since ayo travelled, he has forgotten his guy"
personal,Ard 530 lor. I ok then message Ã_ lor.
personal,Give me a sec to think think about it
personal,Once free call me sir.
personal,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
personal,You still around? Looking to pick up later
personal,No need for the drug anymore.
personal,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
personal,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
personal,Big brotherâ€˜s really scraped the barrel with this shower of social misfits
personal,On ma way to school. Can you pls send me ashley's number
business,"Not an ultimate guide: Firstly,I enjoyed the format and tone of the book (how the author addressed the reader). However, I did not feel that she imparted any insider secrets that the book promised to reveal. If you are just starting to research law school, and do not know all the requirements of admission, then this book may be a tremendous help. If you have done your homework and are looking for an edge when it comes to admissions, I recommend some more topic-specific books. For example, books on how to write your personal statment, books geared specifically towards LSAT preparation (Powerscore books were the most helpful for me), and there are some websites with great advice geared towards aiding the individuals whom you are asking to write letters of recommendation. Yet, for those new to the entire affair, this book can definitely clarify the requirements for you."
personal,Its ok my arm is feeling weak cuz i got a shot so we can go another time
personal,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
personal,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
personal,Mm umma ask vava also to come tell him can play later together
personal,So wat's da decision?
personal,Customer place i will call you
personal,Pls send me your address sir.
personal,2 laptop... I noe infra but too slow lar... I wan fast one
personal,"Just making dinner, you ?"
personal,Ic. There are a lotta childporn cars then.
business,Cruel and Depressing Story: Hardy paints a cruel picture of women in lower society. They are either tempted or cause evil mischief with a tragic ending. He had created a virtuous women in the form of Tess and ends her as a criminal. It is impossible for a women of Tess's virtue to turn into a criminal. I would not recommend this book to anyone who would look to escape from Depression.
personal,Hey you told your name to gautham ah?
personal,Its sunny in california. The weather's just cool
personal,Hey... are you going to quit soon? Xuhui and i working till end of the month 
personal,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
personal,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
personal,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
personal,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
personal,Aiyar sorry lor forgot 2 tell u...
personal,Anything...
personal,I am going to film 2day da. At 6pm. Sorry da.
personal,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
personal,How long does it take to get it.
personal,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
personal,Hmmm.still we dont have opener?
business,"same problems as munchkin version: Ditto to other complaints - won't separate easily- either by unscrewing or prizing. Cheap, flimsy, leaks water also because no gasket. I'm looking for something else and hoping reviewers will give honest good advice . . . this almost identical to product by Munchkin"
personal,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
personal,Ok no prob. Take ur time.
personal,I wont. So wat's wit the guys
personal,soon you will have the real thing princess! Do i make you wet? :)
business,"DVD Player crapped out after one year: I also began having the incorrect disc problems that I've read about on here. The VCR still works, but hte DVD side is useless. I understand that DVD players sometimes just quit on you, but after not even one year? To me that's a sign on bad quality. I'm giving up JVC after this as well. I'm sticking to Sony or giving another brand a shot."
personal,I sent you  &lt;#&gt;  bucks
personal,I cant pick the phone right now. Pls send a message
personal,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
business,"Great Book--unacceptable condition: I was looking forward to receiving this book, as I was going to New Orleans to Antoine's restaurant. I read the book at least thirty years ago and wanted my own copy. This book came without a dust jacket and was so musty that I could not read it without my eyes watering. I sent it back, at my own expense, and to date, I have not had a refund."
personal,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
personal,"Why is that, princess? I bet the brothas are all chasing you!"
personal,"whatever, im pretty pissed off."
personal,One of best dialogue in cute reltnship..!! \Wen i Die
personal,K:)i will give my kvb acc details:)
personal,"That's cool, I'll come by like  &lt;#&gt; ish"
personal,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
personal,No..its ful of song lyrics..
personal,Also that chat was awesome but don't make it regular unless you can see her in person
personal,Pls accept me for one day. Or am begging you change the number.
personal,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
personal,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
personal,Just send a text. We'll skype later.
personal,I said its okay. Sorry
personal,"Princess, is your kitty shaved or natural?"
business,"Batteries died within a year ...: I bought this charger in Jul 2003 and it worked OK for a while. The design is nice and convenient. However, after about a year, the batteries would not hold a charge. Might as well just get alkaline disposables, or look elsewhere for a charger that comes with batteries that have better staying power."
personal,Lol no. Just trying to make your day a little more interesting
personal,It's justbeen overa week since we broke up and already our brains are going to mush!
personal,Okay same with me. Well thanks for the clarification
personal,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
personal,No..he joined today itself.
personal,So when do you wanna gym harri
business,I won't buy one again: I have had mine for about two years. I love the color it gives but it has also given me a lot of problems. Something has gone wrong with the memory inside making it impossible to print in best quality. An error message will pop up on my screen and then it will start printing out garbled junk. I've down loaded the latest driver--more than once--but with no success. It has been a waste of money to me--especially when ink cartridges are so high for it!!
personal,Hope you are having a good week. Just checking in
personal,Hey whats up? U sleeping all morning?
personal,Hi. Hope you had a good day. Have a better night.
personal,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
personal,Yo come over carlos will be here soon
personal,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
business,"Not that great: The first transformers movie will always be the best one, and its just ok. The movies too long jumping back and forth, very poorly constructed."
personal,Lovely smell on this bus and it ain't tobacco... 
personal,Minimum walk is 3miles a day.
personal,First answer my question.
personal,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
personal,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
business,Not happy: I was really unhappy with this. I followed what others said and ordered based on my prepregnancy size. It was WAY too small at 7 weeks post-pardum. I'm ten weeks post-pardum and may try it again but it was a real self-esteem crusher initially. I'm a size 0 pre-pregnancy and so I thought it was fair to order the XS but I guess not.
business,Loved It!: I'm an Original Transformers fan from the original cartoon. There was action from start to finish and the Love Story didn't slow thing for me. I've watched this movie numerous times and still see things I missed the first few times i watch it. Loved It!
personal,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
personal,Tmr then Ã_ brin lar... Aiya later i come n c lar... Mayb Ã_ neva set properly Ã_ got da help sheet wif Ã_...
personal,I'm not sure if its still available though
personal,I wont do anything de.
business,Absolutely great tripod for movie camera: excellent and cheap...panning acts almost like the $400+ tripods for movie cameras...and the controls in the handle add to the convenience and control of shaky movement...sold...stable...tall...worth the price
personal,That is wondar full flim.
personal,Just haven't decided where yet eh ?
personal,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
personal,I dunno lei... Like dun haf...
personal,Networking technical support associate.
personal,"Could you not read me, my Love ? I answered you"
personal,Okey dokey swashbuckling stuff what oh.
personal,Then. You are eldest know.
personal,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
personal,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
personal,I'll probably be around mu a lot
personal,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
personal,No shoot me. I'm in the docs waiting room. :/
personal,Just buy a pizza. Meat lovers or supreme. U get to pick.
personal,Thanks chikku..:-) gud nyt:-*
personal,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
personal,7 lor... Change 2 suntec... Wat time u coming?
personal,"No my blankets are sufficient, thx"
personal,Yes. Nigh you cant aha.
personal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
personal,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
business,"Goes Haywire Regularly: Setup was easy enough, but this printer routinely goes haywire, spitting out a whole cartridge load of paper and refusing to print. I have tried it with several different PCs, with this same intermittent weird behavior. Only a reset of both the printerand the computer seem to fix everything.I'm off to buy an Epson!"
personal,I dont have that much image in class.
personal,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
personal,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
personal,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
personal,Yes..gauti and sehwag out of odi series.
personal,"Good! No, donâ€˜t need any receiptsâ€”well done! (â€_) Yes, please tell . Whatâ€˜s her number, i could ring her"
personal,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
personal,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
personal,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
personal,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
personal,Ok... Help me ask if she's working tmr a not?
personal,There are many company. Tell me the language.
personal,Oh my God. I'm almost home
personal,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
